X,Y,OBJECTID,local,oaci,iata,tipo,denominacion,condicion,control,region,fir,uso,trafico,sna,concesion,inhab,provincia,longitud,latitud,elev_m,referencia,distancia_ref,direccion_ref,coordenadas
-59.5353900001891,-26.2958600000302,189,PDP,,,Aeródromo,PRESIDENCIA ROCA/EA. DON PANOS,PRIVADO,AERADIO,RANE,SARR,,Nacional,NO,NO,NO,CHACO,-59.53539,-26.29586,80,Presidencia Roca,16,SSE,"26°17'45""S  59°32' 7""W"
-65.247270000438,-24.3146700000476,190,PDA,,,Aeródromo,JUJUY/PUERTA DE AVALOS,PUBLICO,NOCONTROL,RANO,SACF,CIVIL,Nacional,NO,NO,NO,JUJUY,-65.24727,-24.31467,1190,San Salvador de Jujuy,14,SSE,"24°18'53""S  65°14'50""W"
-64.1811111098948,-24.8066666698434,191,PCA,,,Aeródromo,PIQUETE CABADO/SAS AEROAPLICACIONES,PRIVADO,NOCONTROL,RANO,SACF,AEROAPP,Nacional,NO,NO,NO,SALTA,-64.18111111,-24.80666667,457,Piquete Cabado,1,N,"24°48'24""S  64°10'52""W"
-55.8649800002119,-27.6067799997051,192,PBO,,,Aeródromo,POSADAS/BONETTI,PRIVADO,NOCONTROL,RANE,SARR,,Nacional,NO,NO,NO,MISIONES,-55.86498,-27.60678,141,Parada Leis,3,O,"27°36'24""S  55°51'54""W"
-57.9491700000643,-35.0879500001563,193,PBE,,,Aeródromo,POBLET,PUBLICO,NOCONTROL,RACE,SAEF,ULM,Nacional,NO,NO,NO,BUENOS AIRES,-57.94917,-35.08795,20,Poblet,3.5,SE,"35° 5'17""S  57°56'57""W"
-62.9802777801031,-40.7780555602188,194,PAT,,,Aeródromo,CARMEN DE PATAGONES,PUBLICO,NOCONTROL,RASU,SAVF,CIVIL,Nacional,NO,NO,NO,BUENOS AIRES,-62.98027778,-40.77805556,40,Carmen de Patagones,1.5,N,"40°46'41""S  62°58'49""W"
-62.2176400003664,-35.1095700001073,195,PAS,,,Aeródromo,PASTEUR/LAS LILAS,PRIVADO,NOCONTROL,RACE,SAEF,,Nacional,NO,NO,NO,BUENOS AIRES,-62.21764,-35.10957,107,Pasteur,2,NE,"35° 6'34""S  62°13' 4""W"
-60.480277779952,-31.7947222202884,196,PAR,SAAP,PRA,Aeródromo,PARANÁ/GRAL. URQUIZA,PUBLICO,CONTROL,RACE,SAEF,,Nacional,SI,SI,NO,ENTRE RÍOS,-60.48027778,-31.79472222,74,Paraná,7.5,SE,"31°47'41""S  60°28'49""W"
-63.1929799999145,-33.1055000003051,197,PAN,,,Aeródromo,PASCANAS/EL RECUERDO S.R.L.,PRIVADO,NOCONTROL,RANO,SACF,AEROAPP,Nacional,NO,NO,NO,CÓRDOBA,-63.19298,-33.1055,138,Pascanas,14,ONO,"33° 6'20""S  63°11'35""W"
-58.6124999998136,-34.6099999999857,198,PAL,SADP,EPA,Aeródromo,EL PALOMAR,PUBLICO,CONTROL,RACE,SAEF,JOINT,Nacional,NO,NO,NO,BUENOS AIRES,-58.6125,-34.61,18,El Palomar,1.5,Lindando,"34°36'36""S  58°36'45""W"
-70.7422222198652,-36.9991666697716,199,OVJ,,,Aeródromo,LAS OVEJAS,PUBLICO,NOCONTROL,RACE,SAMF,CIVIL,Nacional,NO,NO,NO,NEUQUÉN,-70.74222222,-36.99916667,1200,Las Ovejas,1.5,SE,"36°59'57""S  70°44'32""W"
-64.2758333299198,-36.5883333302533,200,OSA,SAZR,RSA,Aeródromo,SANTA ROSA,PUBLICO,CONTROL,RACE,SAEF,,Nacional,SI,SI,NO,LA PAMPA,-64.27583333,-36.58833333,192,Santa Rosa,4.5,NNE,"36°35'18""S  64°16'33""W"
-64.3287999996197,-23.1522099999461,201,ORA,SASO,ORA,Aeródromo,ORÁN,PUBLICO,AERADIO,RANO,SACF,,Nacional,NO,NO,NO,SALTA,-64.3288,-23.15221,357,San Ramón de la Nueva Orán,2.5,S,"23° 9' 8""S  64°19'44""W"
-68.7371500001719,-38.4138299999873,202,OMA,,,Aeródromo,LOMA LA LATA,PRIVADO,NOCONTROL,RACE,SAEF,,Nacional,NO,NO,NO,NEUQUÉN,-68.73715,-38.41383,405,Neuquén,80,NO,"38°24'50""S  68°44'14""W"
-63.5479899996763,-32.0602899996751,203,OLV,,,Aeródromo,OLIVA,PUBLICO,NOCONTROL,RANO,SACF,,Nacional,NO,NO,NO,CÓRDOBA,-63.54799,-32.06029,268,Oliva,2,SE,"32° 3'37""S  63°32'53""W"
-60.2763888900707,-36.9633333300225,204,OLC,,,Aeródromo,OLAVARRÍA/AEROCLUB,PUBLICO,NOCONTROL,RACE,SAEF,CIVIL,Nacional,NO,NO,NO,BUENOS AIRES,-60.27638889,-36.96333333,185,Olavarría,10,SSE,"36°57'48""S  60°16'35""W"
-60.2277777801793,-36.8888888901086,205,OLA,SAZF,OVR,Aeródromo,OLAVARRÍA,PUBLICO,AERADIO,RACE,SAEF,,Nacional,NO,NO,NO,BUENOS AIRES,-60.22777778,-36.88888889,168,Olavarría,11,ENE,"36°53'20""S  60°13'40""W"
-60.6560999999472,-33.3060900000141,206,OGB,,,Aeródromo,CORONEL BOGADO/AEROFUMIGACIONES DON ALEJANDRO,PRIVADO,NOCONTROL,RACE,SAEF,AEROAPP,Nacional,NO,NO,NO,SANTA FÉ,-60.6561,-33.30609,52,Coronel Bogado,11,ONO,"33°18'22""S  60°39'22""W"
-65.6099999995807,-39.2863888900795,207,OEL,,,Aeródromo,CHOELE CHOEL,PUBLICO,NOCONTROL,RACE,SAEF,CIVIL,Nacional,NO,NO,NO,RÍO NEGRO,-65.61,-39.28638889,196,Choele Choel,3.5,E,"39°17'11""S  65°36'36""W"
-61.8416699999491,-32.5841700002303,208,OCA,,,Aeródromo,MONTES DE OCA,PRIVADO,NOCONTROL,RACE,SAEF,AEROAPP,Nacional,NO,NO,NO,SANTA FÉ,-61.84167,-32.58417,19,Montes de Oca,9,OSO,"32°35' 3""S  61°50'30""W"
-55.1242100001664,-27.5181000001965,209,OBE,SATO,,Aeródromo,OBERÁ,PRIVADO,NOCONTROL,RANE,SARR,,Nacional,NO,NO,NO,MISIONES,-55.12421,-27.5181,343,Oberá,3,SE,"27°31' 5""S  55° 7'27""W"
-59.2858333304448,-35.0236111099332,210,NVR,,,Aeródromo,NAVARRO,PUBLICO,NOCONTROL,RACE,SAEF,,Nacional,NO,NO,NO,BUENOS AIRES,-59.28583333,-35.02361111,30,Navarro,2,SO,"35° 1'25""S  59°17' 9""W"
-63.8580555601098,-25.4374999996065,211,NST,,,Aeródromo,NUESTRA SEÑORA DE TALAVERA/FINCA TOLOCHE,PRIVADO,NOCONTROL,RANO,SACF,AEROAPP,Nacional,NO,NO,NO,SALTA,-63.85805556,-25.4375,317,Nuestra Señora de Talavera,8,NO,"25°26'15""S  63°51'29""W"
-58.7950000000852,-38.5752777800374,212,NPA,,,Aeródromo,NECOCHEA/PULVERIZACIONES AEROSUR,PRIVADO,NOCONTROL,RACE,SAEF,AEROAPP,Nacional,NO,NO,NO,BUENOS AIRES,-58.795,-38.57527778,15,Necochea,5.5,SO,"38°34'31""S  58°47'42""W"
-59.8661100002326,-32.4473599996443,213,NOT,,,Aeródromo,NOGOYÁ/TOGNOLI,PRIVADO,NOCONTROL,RACE,SAEF,AEROAPP,Nacional,NO,NO,NO,ENTRE RÍOS,-59.86611,-32.44736,60,Nogoyá,9.5,SO,"32°26'50""S  59°51'58""W"
-59.7505555604096,-32.3994444399188,214,NOG,,,Aeródromo,NOGOYÁ,PRIVADO,NOCONTROL,RACE,SAEF,,Nacional,NO,NO,NO,ENTRE RÍOS,-59.75055556,-32.39944444,43,Nogoyá,5,E,"32°23'58""S  59°45' 2""W"
-59.8158333302612,-32.4186111100655,215,NJB,,,Aeródromo,NOGOYÁ/JUAN CARLOS BAGUR,PRIVADO,NOCONTROL,RACE,SAEF,,Nacional,NO,NO,NO,ENTRE RÍOS,-59.81583333,-32.41861111,58,Nogoyá,4,SO,"32°25' 7""S  59°48'57""W"
-60.9305100002294,-34.5458899998926,216,NIN,SAAJ,JNI,Aeródromo,JUNÍN,PUBLICO,AERADIO,RACE,SAEF,CIVIL,Nacional,SI,NO,NO,BUENOS AIRES,-60.93051,-34.54589,80,Junín,6.5,NNE,"34°32'45""S  60°55'50""W"
-58.7608700002718,-38.1566600000382,217,NIK,,,Aeródromo,LOBERIA/NIKA,PRIVADO,NOCONTROL,RACE,SAEF,AEROAPP,Nacional,NO,NO,NO,BUENOS AIRES,-58.76087,-38.15666,80,Lobería,2,E,"38° 9'24""S  58°45'39""W"
-68.1558333301184,-38.9488888899159,218,NEU,SAZN,NQN,Aeródromo,NEUQUÉN/PRESIDENTE PERÓN,PUBLICO,CONTROL,RACE,SAEF,,Internacional,SI,SI,NO,NEUQUÉN,-68.15583333,-38.94888889,273,Neuquén,8,ONO,"38°56'56""S  68° 9'21""W"
-58.8045299996606,-38.4788399996661,219,NEI,,,Aeródromo,NECOCHEA/IRIBERRI,PRIVADO,NOCONTROL,RACE,SAEF,AEROAPP,Nacional,NO,NO,NO,BUENOS AIRES,-58.80453,-38.47884,33,Necochea,10,NO,"38°28'44""S  58°48'16""W"
-58.8162600003163,-38.4895400000922,220,NEC,SAZO,NEC,Aeródromo,NECOCHEA,PUBLICO,AERADIO,RACE,SAEF,,Nacional,SI,NO,NO,BUENOS AIRES,-58.81626,-38.48954,22,Necochea,10,NE,"38°29'22""S  58°48'59""W"
-59.791080499644,-35.3275830002181,221,NDR,,,Aeródromo,NORBERTO DE LA RIESTRA,PRIVADO,NOCONTROL,RACE,SAEF,AEROAPP,Nacional,NO,NO,NO,BUENOS AIRES,-59.7910805,-35.327583,38.5,Norberto de la Riestra,6,S,"35°19'39""S  59°47'28""W"
-59.0936111099916,-37.2630555598408,222,NDL,,,Aeródromo,TANDIL/AEROCLUB,PUBLICO,NOCONTROL,RACE,SAEF,,Nacional,NO,NO,NO,BUENOS AIRES,-59.09361111,-37.26305556,165,Tandil,7,NNE,"37°15'47""S  59° 5'37""W"
-63.6858333296327,-32.3402777798299,223,NAN,,,Aeródromo,HERNANDO/AEROCLUB,PRIVADO,NOCONTROL,RANO,SACF,CIVIL,Nacional,NO,NO,NO,CÓRDOBA,-63.68583333,-32.34027778,282,Hernando,1,NNE,"32°20'25""S  63°41' 9""W"
-58.0519444398185,-35.5422222197666,224,MUS,,,Aeródromo,CHASCOMÚS,PUBLICO,NOCONTROL,RACE,SAEF,CIVIL,Nacional,NO,NO,NO,BUENOS AIRES,-58.05194444,-35.54222222,10,Chascomús,5,NO,"35°32'32""S  58° 3' 7""W"
-63.631388889968,-36.0574999998783,225,MUQ,,,Aeródromo,QUEMÚ QUEMÚ,PUBLICO,NOCONTROL,RACE,SAEF,,Nacional,NO,NO,NO,LA PAMPA,-63.63138889,-36.0575,0,Quemú Quemú,6,O,"36° 3'27""S  63°37'53""W"
-62.0259000000493,-30.6759399999282,226,MTR,,,Aeródromo,MORTEROS,PUBLICO,NOCONTROL,RANO,SACF,,Nacional,NO,NO,NO,CÓRDOBA,-62.0259,-30.67594,94,Morteros,3,NNO,"30°40'33""S  62° 1'33""W"
-64.9655555596288,-25.5141666696506,227,MTN,,,Aeródromo,METAN,PRIVADO,NOCONTROL,RANO,SACF,,Nacional,NO,NO,NO,SALTA,-64.96555556,-25.51416667,843,Metán,2,NO,"25°30'51""S  64°57'56""W"
-54.723888890337,-26.5441666700482,228,MTL,,,Aeródromo,MONTECARLO,PRIVADO,NOCONTROL,RANE,SARR,,Nacional,NO,NO,NO,MISIONES,-54.72388889,-26.54416667,240,Montecarlo,3.5,NE,"26°32'39""S  54°43'26""W"
-65.2454900003807,-33.7468300003677,229,MSR,,,Aeródromo,MERCEDES/EA. SANTA ROMANA,PRIVADO,NOCONTROL,RANO,SAMF,,Nacional,NO,NO,NO,SAN LUIS,-65.24549,-33.74683,472,Villa Reynolds,13,E,"33°44'49""S  65°14'44""W"
-58.8969300001161,-34.7975900003395,230,MSP,,,Aeródromo,MARCOS PAZ,PRIVADO,NOCONTROL,RACE,SAEF,,Nacional,NO,NO,NO,BUENOS AIRES,-58.89693,-34.79759,28,Marcos Paz,6.5,E,"34°47'51""S  58°53'49""W"
-60.1608800002225,-35.4493199999426,231,MSA,,,Aeródromo,VEINTICINCO DE MAYO/SERVICIOS AGROAÉREOS,PRIVADO,NOCONTROL,RACE,SAEF,AEROAPP,Nacional,NO,NO,NO,BUENOS AIRES,-60.16088,-35.44932,50,25 de Mayo,2,SE,"35°26'58""S  60° 9'39""W"
-59.4552777796206,-34.6388888902223,232,MRD,,,Aeródromo,MERCEDES,PUBLICO,NOCONTROL,RACE,SAEF,,Nacional,NO,NO,NO,BUENOS AIRES,-59.45527778,-34.63888889,42,Mercedes,2.5,NO,"34°38'20""S  59°27'19""W"
-57.8516666695814,-36.8888888901086,233,MPU,,,Aeródromo,MAIPÚ,PUBLICO,NOCONTROL,RACE,SAEF,,Nacional,NO,NO,NO,BUENOS AIRES,-57.85166667,-36.88888889,16,Maipú,3,SE,"36°53'20""S  57°51' 6""W"
-57.6536111103717,-38.0152777802985,234,MPP,,,Aeródromo,MAR DEL PLATA/CLUB DE PLANEADORES,PUBLICO,NOCONTROL,RACE,SAEF,,Nacional,NO,NO,NO,BUENOS AIRES,-57.65361111,-38.01527778,45,Mar del Plata,9.5,O,"38° 0'55""S  57°39'13""W"
-57.6397222200347,-38.0283333299731,235,MPH,,,Aeródromo,MAR DEL PLATA/PARQUE HERMOSO,PRIVADO,NOCONTROL,RACE,SAEF,CIVIL,Nacional,NO,NO,NO,BUENOS AIRES,-57.63972222,-38.02833333,35,Parque Hermoso,9,OSO,"38° 1'42""S  57°38'23""W"
-58.6436111096051,-34.6791666701301,236,MOR,SADM,,Aeródromo,MORÓN,PUBLICO,CONTROL,RACE,SAEF,,Nacional,NO,NO,NO,BUENOS AIRES,-58.64361111,-34.67916667,29,Morón,3,SO,"34°40'45""S  58°38'37""W"
-60.9797222195897,-32.3588888897502,237,MON,,,Aeródromo,MONJE/FUMIGACIONES GONZALEZ,PRIVADO,NOCONTROL,RACE,SAEF,AEROAPP,Nacional,NO,NO,NO,SANTA FÉ,-60.97972222,-32.35888889,30,Monje,3,O,"32°21'32""S  60°58'47""W"
-64.1911111098235,-32.0355555596594,238,MOI,,,Aeródromo,CORRALITO/DON MOISÉS,PRIVADO,NOCONTROL,RANO,SACF,AEROAPP,Nacional,NO,NO,NO,CÓRDOBA,-64.19111111,-32.03555556,489,Corralito,1.5,S,"32° 2' 8""S  64°11'28""W"
-69.5730555602575,-35.4952777801925,239,MLG,SAMM,LGS,Aeródromo,MALARGÜE/COMODORO D. RICARDO SALOMÓN,PUBLICO,CONTROL,RANO,SAMF,,Nacional,SI,SI,NO,MENDOZA,-69.57305556,-35.49527778,1424,Malargüe,1,S,"35°29'43""S  69°34'23""W"
-64.6170100001449,-33.6174300001205,240,MLD,,,Aeródromo,CORONEL MOLDES,PUBLICO,NOCONTROL,RANO,SAMF,CIVIL,Nacional,NO,NO,NO,CÓRDOBA,-64.61701,-33.61743,357,Coronel Moldes,1.5,NNO,"33°37' 3""S  64°37' 1""W"
-59.9780555599113,-29.3672222200492,241,MLA,,,Aeródromo,MALABRIGO,PRIVADO,NOCONTROL,RANE,SARR,,Nacional,NO,NO,NO,SANTA FÉ,-59.97805556,-29.36722222,54,Malabrigo,1.5,S,"29°22' 2""S  59°58'41""W"
-62.1577200002616,-32.6840000001722,242,MJZ,SAOM,,Aeródromo,MARCOS JUAREZ,PUBLICO,AERADIO,RANO,SACF,,Nacional,NO,NO,NO,CÓRDOBA,-62.15772,-32.684,110,Marcos Juarez,5,O,"32°41' 2""S  62° 9'28""W"
-61.6035899996622,-28.6190100003648,243,MIN,,,Aeródromo,VILLA MINETTI,PRIVADO,NOCONTROL,RANO,SACF,,Nacional,NO,NO,NO,SANTA FÉ,-61.60359,-28.61901,75,Villa Minetti,5,E,"28°37' 8""S  61°36'13""W"
-58.2469444397763,-34.1822222198963,244,MGI,,,Aeródromo,ISLA MARTÍN GARCIA,PUBLICO,NOCONTROL,RACE,SAEF,CIVIL,Nacional,NO,NO,NO,BUENOS AIRES,-58.24694444,-34.18222222,2,Isla Martín Garcia,0,Lindando,"34°10'56""S  58°14'49""W"
-64.3003000004067,-31.4010299997702,245,MEZ,,,Aeródromo,CÓRDOBA/LA MEZQUITA,PRIVADO,NOCONTROL,RANO,SACF,CIVIL,Nacional,NO,NO,NO,CÓRDOBA,-64.3003,-31.40103,510,La Mezquita,6,O,"31°24' 4""S  64°18' 1""W"
-58.7438888904362,-34.6763888899109,246,MER,SADR,,Aeródromo,MERLO,PRIVADO,NOCONTROL,RACE,SAEF,,Nacional,NO,NO,NO,BUENOS AIRES,-58.74388889,-34.67638889,15,Merlo,2,SO,"34°40'35""S  58°44'38""W"
-57.5733333302964,-37.9341666700567,247,MDP,SAZM,MDQ,Aeródromo,MAR DEL PLATA/ASTOR PIAZZOLLA,PUBLICO,CONTROL,RACE,SAEF,,Internacional,SI,SI,NO,BUENOS AIRES,-57.57333333,-37.93416667,22,Mar del Plata,7,N,"37°56' 3""S  57°34'24""W"
-57.6774999997392,-38.0116666701409,248,MDB,,,Aeródromo,MAR DEL PLATA/BATAN,PUBLICO,NOCONTROL,RACE,SAEF,,Nacional,NO,NO,NO,BUENOS AIRES,-57.6775,-38.01166667,62,Batán,11.5,O,"38° 0'42""S  57°40'39""W"
-57.845720000267,-30.2351900001087,249,MCT,,,Aeródromo,MONTE CASEROS/TIMBOY,PRIVADO,NOCONTROL,RANE,SARR,,Nacional,NO,NO,NO,CORRIENTES,-57.84572,-30.23519,65,Monte Caseros,21,ONO,"30°14' 7""S  57°50'45""W"
-57.6394444402876,-30.2702777802781,250,MCS,SARM,MCS,Aeródromo,MONTE CASEROS,PUBLICO,AERADIO,RANE,SARR,,Nacional,NO,NO,NO,CORRIENTES,-57.63944444,-30.27027778,52,Monte Caseros,1.5,S,"30°16'13""S  57°38'22""W"
-57.9683333297274,-30.3872222199119,251,MCP,,,Aeródromo,MONTE CASEROS/EL PILINCHO,PRIVADO,NOCONTROL,RANE,SARR,,Nacional,NO,NO,NO,CORRIENTES,-57.96833333,-30.38722222,71,Monte Caseros,35,OSO,"30°23'14""S  57°58' 6""W"
-68.0720300003194,-40.815959999938,252,MCO,,,Aeródromo,LOS MENUCOS,PUBLICO,NOCONTROL,RASU,SAVF,,Nacional,NO,NO,NO,RÍO NEGRO,-68.07203,-40.81596,784,Los Menucos,3,SO,"40°48'57""S  68° 4'19""W"
-64.9877777803951,-31.7302777797097,253,MCL,,,Aeródromo,MINA CLAVERO,PUBLICO,NOCONTROL,RANO,SACF,,Nacional,NO,NO,NO,CÓRDOBA,-64.98777778,-31.73027778,970,Mina Clavero,1,E,"31°43'49""S  64°59'16""W"
-58.1335299998608,-38.385590000145,254,MBL,,,Aeródromo,MIRAMAR/BELLAMAR,PRIVADO,NOCONTROL,RACE,SAEF,,Nacional,NO,NO,NO,BUENOS AIRES,-58.13353,-38.38559,13,Miramar,29.5,SO,"38°23' 8""S  58° 8' 1""W"
-56.6308500000875,-64.2391300000396,255,MBI,SAWB,,Aeródromo,VICECOMODORO MARAMBIO,PUBLICO,CONTROL,RASU,SAVF,MIL,Nacional,NO,NO,NO,TIERRA DEL FUEGO ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR,-56.63085,-64.23913,209.5,Isla Marambio. Mar de Weddell.,,,"64°14'21""S  56°37'51""W"
-62.4347399999063,-32.931729999802,256,MBF,,,Aeródromo,MONTE BUEY/PEDRO FERRARI,PUBLICO,NOCONTROL,RANO,SACF,,Nacional,NO,NO,NO,CÓRDOBA,-62.43474,-32.93173,108,Monte Buey,2,ESE,"32°55'54""S  62°26' 5""W"
-60.0886111096385,-35.4463888902122,257,MAY,,,Aeródromo,VEINTICINCO DE MAYO,PRIVADO,NOCONTROL,RACE,SAEF,,Nacional,NO,NO,NO,BUENOS AIRES,-60.08861111,-35.44638889,89,25 de Mayo,7,ENE,"35°26'47""S  60° 5'19""W"
-58.5005555603341,-34.7283333299834,258,MAT,SADZ,,Aeródromo,MATANZA,PUBLICO,NOCONTROL,RACE,SAEF,,Nacional,NO,NO,NO,BUENOS AIRES,-58.50055556,-34.72833333,3,La Matanza,3,NNE,"34°43'42""S  58°30' 2""W"
-68.7082800001647,-41.2428800001514,259,MAQ,SAVQ,MQD,Aeródromo,MAQUINCHAO,PUBLICO,NOCONTROL,RASU,SAVF,,Nacional,NO,NO,NO,RÍO NEGRO,-68.70828,-41.24288,880,Maquinchao,0,NE,"41°14'34""S  68°42'30""W"
-67.6593800001024,-37.8097399999296,260,MAO,,,Aeródromo,VEINTICINCO DE MAYO,PRIVADO,NOCONTROL,RACE,SAEF,CIVIL,Nacional,NO,NO,NO,LA PAMPA,-67.65938,-37.80974,347,25 de Mayo,7.5,ESE,"37°48'35""S  67°39'34""W"
-62.6311111101605,-33.2111111097121,261,MAI,,,Aeródromo,MONTE MAIZ,PUBLICO,NOCONTROL,RANO,SACF,,Nacional,NO,NO,NO,CÓRDOBA,-62.63111111,-33.21111111,113,Monte Maiz,2,O,"33°12'40""S  62°37'52""W"
-57.1363888899887,-37.0386111098643,262,MAD,,,Aeródromo,GENERAL MADARIAGA,PUBLICO,NOCONTROL,RACE,SAEF,CIVIL,Nacional,NO,NO,NO,BUENOS AIRES,-57.13638889,-37.03861111,7,General Juan Madariaga,4,S,"37° 2'19""S  57° 8'11""W"
-63.6789300003547,-37.1458099997503,263,MAC,,,Aeródromo,MACACHIN,PRIVADO,NOCONTROL,RACE,SAEF,,Nacional,NO,NO,NO,LA PAMPA,-63.67893,-37.14581,140,Macachín,0,SO,"37° 8'45""S  63°40'44""W"
-62.1279199995936,-33.786390000007,264,MAB,,,Aeródromo,MAGGIOLO/SAMAVE,PRIVADO,NOCONTROL,RACE,SAEF,AEROAPP,Nacional,NO,NO,NO,SANTA FÉ,-62.12792,-33.78639,109,Maggiolo,13,SE,"33°47'11""S  62° 7'41""W"
-71.8052200000091,-42.2171299998546,265,LZA,,,Aeródromo,LAGO LA ESPERANZA,PRIVADO,NOCONTROL,RASU,SAVF,CIVIL,Nacional,NO,NO,NO,CHUBUT,-71.80522,-42.21713,560,Lago Puelo,24,SO,"42°13' 2""S  71°48'19""W"
-63.3623700004043,-34.1354399997943,266,LYE,SAOL,,Aeródromo,LABOULAYE,PUBLICO,NOCONTROL,RACE,SAEF,CIVIL,Nacional,NO,NO,NO,CÓRDOBA,-63.36237,-34.13544,137,Laboulaye,2.7,E,"34° 8' 8""S  63°21'45""W"
-62.8444900003326,-31.8580100000448,267,LVR,,,Aeródromo,LAS VARILLAS/GINEVRO,PRIVADO,NOCONTROL,RANO,SACF,AEROAPP,Nacional,NO,NO,NO,CÓRDOBA,-62.84449,-31.85801,145,Las Varillas,12,O,"31°51'29""S  62°50'40""W"
-59.1272700000323,-34.6436000001778,268,LVM,,,Aeródromo,LUJÁN/EA. VILLA MARÍA,PRIVADO,NOCONTROL,RACE,SAEF,,Nacional,NO,NO,NO,BUENOS AIRES,-59.12727,-34.6436,32,Luján,9,S,"34°38'37""S  59° 7'38""W"
-62.7047222203228,-31.8916666700218,269,LVL,,,Aeródromo,LAS VARILLAS,PRIVADO,NOCONTROL,RANO,SACF,,Nacional,NO,NO,NO,CÓRDOBA,-62.70472222,-31.89166667,135,Las Varillas,2,SE,"31°53'30""S  62°42'17""W"
-62.6302777799023,-31.8172222197003,270,LVA,,,Aeródromo,LAS VARAS/MACIAS,PRIVADO,NOCONTROL,RANO,SACF,AEROAPP,Nacional,NO,NO,NO,CÓRDOBA,-62.63027778,-31.81722222,126,Las Varas,2,SO,"31°49' 2""S  62°37'49""W"
-61.5508333300247,-32.5202777796605,271,LRT,,,Aeródromo,LAS ROSAS/HORIZONTE APLICACIONES AÉREAS,PRIVADO,NOCONTROL,RACE,SAEF,AEROAPP,Nacional,NO,NO,NO,SANTA FÉ,-61.55083333,-32.52027778,98,Las Rosas,6,SE,"32°31'13""S  61°33' 3""W"
-61.5816666699505,-32.4930555601053,272,LRS,,,Aeródromo,LAS ROSAS,PUBLICO,NOCONTROL,RACE,SAEF,CIVIL,Nacional,NO,NO,NO,SANTA FÉ,-61.58166667,-32.49305556,102,Las Rosas,1,S,"32°29'35""S  61°34'54""W"
-64.8846299999105,-26.7328799996319,273,LRE,,,Aeródromo,LA RAMADA DE ABAJO/DON EMILIO,PRIVADO,NOCONTROL,RANO,SACF,AEROAPP,Nacional,NO,NO,NO,TUCUMÁN,-64.88463,-26.73288,530,La Ramada,5,SE,"26°43'58""S  64°53' 5""W"
-60.7783333303643,-37.5208333300941,274,LPR,,,Aeródromo,LAPRIDA,PUBLICO,NOCONTROL,RACE,SAEF,CIVIL,Nacional,NO,NO,NO,BUENOS AIRES,-60.77833333,-37.52083333,210,Laprida,2,NE,"37°31'15""S  60°46'42""W"
-58.6694444401342,-27.0877777802784,275,LPP,,,Aeródromo,LAS PALMAS/PETRUK,PRIVADO,NOCONTROL,RANE,SARR,AEROAPP,Nacional,NO,NO,NO,CHACO,-58.66944444,-27.08777778,54,Las Palmas,4,SSE,"27° 5'16""S  58°40'10""W"
-68.9498400002005,-49.9949900001402,276,LPB,,,Aeródromo,COMANDANTE LUIS PIEDRABUENA,PRIVADO,NOCONTROL,RASU,SAVF,CIVIL,Nacional,NO,NO,NO,SANTA CRUZ,-68.94984,-49.99499,24,Comandante Luis Piedrabuena,3.5,SSO,"49°59'42""S  68°56'59""W"
-61.3021699997962,-34.9446400000652,277,LNV,,,Aeródromo,LINCOLN/LA NUEVA,PRIVADO,NOCONTROL,RACE,SAEF,,Nacional,NO,NO,NO,BUENOS AIRES,-61.30217,-34.94464,75,Lincoln,22,SE,"34°56'41""S  61°18' 8""W"
-71.1767799999564,-41.0972500000657,278,LNH,,,Aeródromo,LAGO NAHUEL HUAPI,PUBLICO,NOCONTROL,RACE,SAEF,CIVIL,Nacional,NO,NO,NO,RÍO NEGRO,-71.17678,-41.09725,780,San Carlos de Bariloche,11,ENE,"41° 5'50""S  71°10'36""W"
-61.3162799996606,-33.0791199999022,279,LMF,,,Aeródromo,LOS MOLINOS/ESTABLECIMIENTO LA FLORENCIA,PRIVADO,NOCONTROL,RACE,SAEF,AEROAPP,Nacional,NO,NO,NO,SANTA FÉ,-61.31628,-33.07912,75,Los Molinos,3,NNE,"33° 4'45""S  61°18'59""W"
-59.3499800000811,-38.0084500003457,280,LMD,,,Aeródromo,JUAN N. FERNÁNDEZ/LA MADRUGADA,PRIVADO,NOCONTROL,RACE,SAEF,CIVIL,Nacional,NO,NO,NO,BUENOS AIRES,-59.34998,-38.00845,137,Juan N. Fernández,7,O,"38° 0'30""S  59°20'60""W"
-70.3367000001865,-38.5382799998967,281,LLJ,,,Aeródromo,LAS LAJAS,PUBLICO,NOCONTROL,RACE,SAEF,CIVIL,Nacional,NO,NO,NO,NEUQUÉN,-70.3367,-38.53828,850,Las Lajas,3,SE,"38°32'18""S  70°20'12""W"
-57.8383299997007,-29.9950999996846,282,LLE,,,Aeródromo,LIBERTAD/LA ESMERALDA,PRIVADO,NOCONTROL,RANE,SARR,,Nacional,NO,NO,NO,CORRIENTES,-57.83833,-29.9951,81,Libertad,8,NNO,"29°59'42""S  57°50'18""W"
-58.3447222199515,-34.8624999996543,283,LLC,,,Aeródromo,LONGCHAMPS/LA CAÍDA,PRIVADO,NOCONTROL,RACE,SAEF,,Nacional,NO,NO,NO,BUENOS AIRES,-58.34472222,-34.8625,28,Longchamps,4,E,"34°51'45""S  58°20'41""W"
